Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
EAE,"Entergy Arkansas, Inc.",22.58,n/a,2013,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eae,
EAI,"Entergy Arkansas, Inc.",22.13,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/eai,
ETR,Entergy Corporation,73.86,$13.25B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/etr,
ELC,"Entergy Louisiana, Inc.",22.02,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elc,
ELJ,"Entergy Louisiana, Inc.",24.66,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elj,
ELU,"Entergy Louisiana, Inc.",22.15,n/a,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/elu,
EMP,"Entergy Mississippi, Inc.",22.37,n/a,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/emp,
ENJ,"Entergy New Orleans, Inc.",24.472,n/a,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/enj,
ENO,"Entergy New Orleans, Inc.",24.522,n/a,2016,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/eno,
EZT,Entergy Texas Inc,26.32,n/a,2014,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/ezt,
EPD,Enterprise Products Partners L.P.,27.25,$57.76B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/epd,
EVC,Entravision Communications Corporation,6.2,$556.03M,2000,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/evc,
ENV,"Envestnet, Inc",35.3,$1.52B,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/env,
EVHC,Envision Healthcare Corporation,64.44,$7.57B,2016,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/evhc,
EVHC^,Envision Healthcare Corporation,119.26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/evhc^,
EVA,"Enviva Partners, LP",28.6,$752.13M,2015,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/eva,
ENZ,"Enzo Biochem, Inc.",7,$324.03M,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/enz,
EOG,"EOG Resources, Inc.",94.59,$54.56B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eog,
EPE,EP Energy Corporation,4.15,$1.04B,2014,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/epe,
EPAM,"EPAM Systems, Inc.",73.35,$3.75B,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/epam,
EPR,EPR Properties,70.89,$4.54B,1997,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/epr,
EPR^C,EPR Properties,28.2,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epr^c,
EPR^E,EPR Properties,35.55,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epr^e,
EPR^F,EPR Properties,25.75,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/epr^f,
EQT,EQT Corporation,57.34,$9.94B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/eqt,
EQGP,"EQT GP Holdings, LP",27.3,$7.27B,2015,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/eqgp,
EQM,"EQT Midstream Partners, LP",77.11,$6.21B,2012,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/eqm,
EFX,"Equifax, Inc.",133.49,$16B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/efx,
EQC,Equity Commonwealth,30.53,$3.79B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqc,
EQC^D,Equity Commonwealth,25.35,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eqc^d,
EQCO,Equity Commonwealth,25.19,n/a,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqco,
ELS,"Equity Lifestyle Properties, Inc.",76.28,$6.62B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/els,
ELS^C,"Equity Lifestyle Properties, Inc.",25.5262,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/els^c,
EQR,Equity Residential,62.33,$22.88B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqr,
EQS,"Equus Total Return, Inc.",2.25,$28.52M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eqs,
ERA,"Era Group, Inc.",11.76,$246.26M,n/a,Transportation,Transportation Services,http://www.nasdaq.com/symbol/era,
EROS,Eros International PLC,10,$606.58M,2013,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/eros,
ESE,ESCO Technologies Inc.,54.7,$1.41B,n/a,Consumer Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/ese,
ESNT,Essent Group Ltd.,36.31,$3.39B,2013,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/esnt,
ESS,"Essex Property Trust, Inc.",225.11,$14.76B,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ess,
EL,"Estee Lauder Companies, Inc. (The)",84.78,$31.06B,1995,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/el,
ESL,Esterline Technologies Corporation,88.5,$2.63B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esl,
ETH,Ethan Allen Interiors Inc.,30.2,$836.24M,1993,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/eth,
EURN,Euronav NV,7.95,$1.27B,2015,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/eurn,
EEA,"European Equity Fund, Inc. (The)",8.0101,$67.94M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eea,
EVER,EverBank Financial Corp.,19.46,$2.48B,2012,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ever,
EVER^A,EverBank Financial Corp.,25.53,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ever^a,
EVR,Evercore Partners Inc,81.25,$3.34B,2006,Finance,Investment Managers,http://www.nasdaq.com/symbol/evr,
RE,"Everest Re Group, Ltd.",234.71,$9.6B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/re,
EVRI,Everi Holdings Inc.,3.24,$214.02M,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/evri,
ES,Eversource Energy,58.33,$18.48B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/es,
EVTC,"Evertec, Inc.",16.25,$1.18B,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/evtc,
EVH,"Evolent Health, Inc",20.2,$1.37B,2015,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/evh,
EXAR,Exar Corporation,10.54,$536.38M,1985,Technology,Semiconductors,http://www.nasdaq.com/symbol/exar,
XCO,EXCO Resources NL,0.5879,$166.05M,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/xco,
EXC,Exelon Corporation,35.64,$33.02B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/exc,
EXCU,Exelon Corporation,49.13,$45.52B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/excu,
EXPR,"Express, Inc.",9.45,$747.5M,2010,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/expr,
STAY,"Extended Stay America, Inc.",16.61,$3.24B,2013,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/stay,
EXTN,Exterran Corporation,27.19,$963.58M,2015,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/extn,
EXR,Extra Space Storage Inc,74.13,$9.33B,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/exr,
XOM,Exxon Mobil Corporation,80.99,$335.83B,n/a,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/xom,
FNB,F.N.B. Corporation,15.7,$3.31B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fnb,
FNB^E,F.N.B. Corporation,28.69,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fnb^e,
FN,Fabrinet,38.8,$1.43B,2010,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/fn,
FDS,FactSet Research Systems Inc.,177.1,$7.01B,1996,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/fds,
FICO,Fair Isaac Corporation,129.92,$4.04B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/fico,
FMSA,Fairmount Santrol Holdings Inc.,6.96,$1.56B,2014,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/fmsa,
SFUN,Fang Holdings Limited,3.24,$1.52B,2010,Technology,EDP Services,http://www.nasdaq.com/symbol/sfun,
FPI,Farmland Partners Inc.,10.47,$337.36M,2014,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fpi,
FBK,FB Financial Corporation,31.42,$757.46M,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/fbk,
FFG,"FBL Financial Group, Inc.",65.65,$1.63B,1996,Finance,Life Insurance,http://www.nasdaq.com/symbol/ffg,
FCB,"FCB Financial Holdings, Inc.",48.65,$2.01B,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/fcb,
AGM,Federal Agricultural Mortgage Corporation,60.84,$641.96M,n/a,Finance,Finance Companies,http://www.nasdaq.com/symbol/agm,
AGM.A,Federal Agricultural Mortgage Corporation,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agm.a,
AGM^A,Federal Agricultural Mortgage Corporation,25.25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agm^a,
AGM^B,Federal Agricultural Mortgage Corporation,26.51,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agm^b,
AGM^C,Federal Agricultural Mortgage Corporation,26.7499,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/agm^c,
FRT,Federal Realty Investment Trust,129.62,$9.35B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/frt,
FSS,Federal Signal Corporation,14.3,$854.02M,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/fss,
FII,"Federated Investors, Inc.",26.44,$2.69B,1998,Finance,Investment Managers,http://www.nasdaq.com/symbol/fii,
FPT,Federated Premier Intermediate Municipal Income Fund,12.74,$88.95M,2002,n/a,n/a,http://www.nasdaq.com/symbol/fpt,
FMN,Federated Premier Municipal Income Fund,13.6,$84.13M,2002,n/a,n/a,http://www.nasdaq.com/symbol/fmn,
FDX,FedEx Corporation,191.38,$51B,n/a,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/fdx,
FCH,FelCor Lodging Trust Incorporated,7.26,$1B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fch,
FCH^A,FelCor Lodging Trust Incorporated,24.45,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fch^a,
RACE,Ferrari N.V.,66.31,$16.27B,2015,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/race,
FGP,"Ferrellgas Partners, L.P.",5.97,$580M,1994,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/fgp,
FOE,Ferro Corporation,13.71,$1.14B,n/a,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/foe,
FCAU,Fiat Chrysler Automobiles N.V.,11.06,$21.06B,2014,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/fcau,
FBR,Fibria Celulose S.A.,8.41,$4.66B,1997,Basic Industries,Paper,http://www.nasdaq.com/symbol/fbr,
FGL,Fidelity and Guaranty Life,26.6,$1.57B,2013,Finance,Life Insurance,http://www.nasdaq.com/symbol/fgl,
FNF,"Fidelity National Financial, Inc.",37.14,$12.58B,2014,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/fnf,
FNFV,"Fidelity National Financial, Inc.",11.95,$4.05B,2014,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/fnfv,
FIS,"Fidelity National Information Services, Inc.",82.46,$27.11B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/fis,
FMO,Fiduciary/Claymore MLP Opportunity Fund,15.26,$515.42M,2004,n/a,n/a,http://www.nasdaq.com/symbol/fmo,
FSCE,Fifth Street Finance Corp.,25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fsce,
FAC,First Acceptance Corporation,1.26,$51.78M,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/fac,
FAF,First American Corporation (The),37.69,$4.14B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/faf,
FBP,First BanCorp.,5.73,$1.25B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fbp,
FCFS,"First Cash, Inc.",43.65,$2.11B,1991,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/fcfs,
FCF,First Commonwealth Financial Corporation,13.68,$1.22B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcf,
FDC,First Data Corporation,15.78,$14.45B,2015,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/fdc,
FHN,First Horizon National Corporation,19.34,$4.52B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fhn,
FHN^A,First Horizon National Corporation,25.1337,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fhn^a,
FR,"First Industrial Realty Trust, Inc.",25.79,$3.02B,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fr,
AG,First Majestic Silver Corp.,7.23,$1.19B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/ag,
FPO,First Potomac Realty Trust,9.44,$554.11M,2003,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fpo,
FRC,FIRST REPUBLIC BANK,96.17,$14.84B,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc,
FRC^B,FIRST REPUBLIC BANK,25.65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^b,
FRC^C,FIRST REPUBLIC BANK,24.96,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^c,
FRC^D,FIRST REPUBLIC BANK,24.8407,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^d,
FRC^E,FIRST REPUBLIC BANK,27.38,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^e,
FRC^F,FIRST REPUBLIC BANK,25.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^f,
FRC^G,FIRST REPUBLIC BANK,24.59,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/frc^g,
FFA,First Trust,14.33,$286.22M,2004,n/a,n/a,http://www.nasdaq.com/symbol/ffa,
FMY,First Trust,14.11,$59.45M,2005,n/a,n/a,http://www.nasdaq.com/symbol/fmy,
FDEU,First Trust Dynamic Europe Equity Income Fund,16.65,$286.91M,2015,n/a,n/a,http://www.nasdaq.com/symbol/fdeu,
FIF,First Trust Energy Infrastructure Fund,18.31,$321.34M,2011,n/a,n/a,http://www.nasdaq.com/symbol/fif,
FSD,First Trust High Income Long Short Fund,16.47,$580.94M,2010,n/a,n/a,http://www.nasdaq.com/symbol/fsd,
FPF,First Trust Intermediate Duration Preferred & Income Fund,22.75,$1.38B,2013,n/a,n/a,http://www.nasdaq.com/symbol/fpf,
FEI           ,First Trust MLP and Energy Income Fund,16.03,$729.13M,2012,n/a,n/a,http://www.nasdaq.com/symbol/fei,
FPL,First Trust New Opportunities MLP & Energy Fund,13.05,$311.06M,2014,n/a,n/a,http://www.nasdaq.com/symbol/fpl,
FIV,First Trust Senior Floating Rate 2022 Target Term Fund,9.92,$322.4M,2016,n/a,n/a,http://www.nasdaq.com/symbol/fiv,
FCT,First Trust Senior Floating Rate Income Fund II,13.75,$367.08M,2004,n/a,n/a,http://www.nasdaq.com/symbol/fct,
FGB,First Trust Specialty Finance and Financial Opportunities Fund,7.01,$100.45M,2007,n/a,n/a,http://www.nasdaq.com/symbol/fgb,
FHY,First Trust Strategic High Income Fund II,12.59,$103.74M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fhy,
FEO,First Trust/Aberdeen Emerging Opportunity Fund,14.98,$78.67M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/feo,
FAM,First Trust/Aberdeen Global Opportunity Income Fund,11.35,$195.98M,2006,n/a,n/a,http://www.nasdaq.com/symbol/fam,
FE,FirstEnergy Corporation,31,$13.72B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/fe,
FIT,"Fitbit, Inc.",5.54,$1.25B,2015,Technology,Computer Manufacturing,http://www.nasdaq.com/symbol/fit,
OAKS,Five Oaks Investment Corp.,4.56,$79.98M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/oaks,
OAKS^A,Five Oaks Investment Corp.,23.5101,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/oaks^a,
FBC,"Flagstar Bancorp, Inc.",27.62,$1.57B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fbc,
DFP,Flaherty & Crumrine Dynamic Preferred and Income Fund Inc.,23.95,$458.84M,2013,n/a,n/a,http://www.nasdaq.com/symbol/dfp,
PFD,Flaherty & Crumrine Preferred Income Fund Incorporated,13.999,$155.86M,1991,n/a,n/a,http://www.nasdaq.com/symbol/pfd,
PFO,Flaherty & Crumrine Preferred Income Opportunity Fund Inc,11.372,$141.66M,1992,n/a,n/a,http://www.nasdaq.com/symbol/pfo,
FFC,Flaherty & Crumrine Preferred Securities Income Fund Inc,19.56,$861.44M,2003,n/a,n/a,http://www.nasdaq.com/symbol/ffc,
FLC,Flaherty & Crumrine Total Return Fund Inc,20.06,$199.5M,2003,n/a,n/a,http://www.nasdaq.com/symbol/flc,
FLT,"FleetCor Technologies, Inc.",159.19,$14.63B,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/flt,
FTK,"Flotek Industries, Inc.",11.49,$655.03M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ftk,
FLO,"Flowers Foods, Inc.",19.29,$4.03B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/flo,
FLS,Flowserve Corporation,45.49,$5.94B,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/fls,
FLR,Fluor Corporation,54.09,$7.54B,n/a,Basic Industries,Military/Government/Technical,http://www.nasdaq.com/symbol/flr,
FLY,Fly Leasing Limited,13.75,$446.24M,2007,n/a,n/a,http://www.nasdaq.com/symbol/fly,
FMC,FMC Corporation,59.58,$7.97B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/fmc,
FMX,Fomento Economico Mexicano S.A.B. de C.V.,84.94,$30.39B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/fmx,
FL,"Foot Locker, Inc.",75.86,$10.04B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/fl,
F,Ford Motor Company,12.55,$49.88B,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/f,
FELP,Foresight Energy LP,6.6,$864.99M,2014,Energy,Coal Mining,http://www.nasdaq.com/symbol/felp,
FCE.A,"Forest City Realty Trust, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fce.a,
FCE.B,"Forest City Realty Trust, Inc.",n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fce.b,
FOR,Forestar Group Inc,12.85,$535.77M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/for,
FTS,Fortis Inc.,31.57,$13.06B,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/fts,
FTV,Fortive Corporation,58.55,$20.26B,2016,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ftv,
FIG,Fortress Investment Group LLC,7.96,$3.08B,2007,Finance,Investment Managers,http://www.nasdaq.com/symbol/fig,
FTAI,Fortress Transportation and Infrastructure Investors LLC,14.62,$1.11B,2015,n/a,n/a,http://www.nasdaq.com/symbol/ftai,
FSM,Fortuna Silver Mines Inc.,5.08,$806.97M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/fsm,
FBHS,"Fortune Brands Home & Security, Inc.",60.02,$9.21B,n/a,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/fbhs,
FET,"Forum Energy Technologies, Inc.",19.2,$1.84B,2012,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/fet,
FBM,"Foundation Building Materials, Inc.",15.44,$660.43M,2017,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/fbm,
FCPT,"Four Corners Property Trust, Inc.",20.93,$1.26B,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/fcpt,
FNV,Franco-Nevada Corporation,60.92,$10.87B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/fnv,
FC,Franklin Covey Company,16.8,$231.86M,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/fc,
FSB,"Franklin Financial Network, Inc.",37.3,$486.28M,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/fsb,
BEN,"Franklin Resources, Inc.",42.43,$23.99B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/ben,
FT,Franklin Universal Trust,6.83,$171.65M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ft,
FI,Frank&#39;s International N.V.,10.24,$2.28B,2013,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/fi,
FCX,"Freeport-McMoran, Inc.",12.27,$17.73B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/fcx,
FMS,Fresenius Medical Care Corporation,42.22,$25.86B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/fms,
FDP,"Fresh Del Monte Produce, Inc.",57.61,$2.95B,1997,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/fdp,
FRO,Frontline Ltd.,6.7,$1.14B,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/fro,
FSIC,FS Investment Corporation,9.85,$2.41B,2014,n/a,n/a,http://www.nasdaq.com/symbol/fsic,
FCN,"FTI Consulting, Inc.",40,$1.65B,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/fcn,
FF,FutureFuel Corp.,13.05,$570.56M,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/ff,
GCV,"Gabelli Convertible and Income Securities Fund, Inc. (The)",4.95,$69.69M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gcv,
GCV^B,"Gabelli Convertible and Income Securities Fund, Inc. (The)",25.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gcv^b,
GDV,Gabelli Dividend,20.74,$1.71B,2003,n/a,n/a,http://www.nasdaq.com/symbol/gdv,
GDV^A,Gabelli Dividend,25.87,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gdv^a,
GDV^D,Gabelli Dividend,26.03,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gdv^d,
GDV^G,Gabelli Dividend,25,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gdv^g,
GAB,"Gabelli Equity Trust, Inc. (The)",6.03,$1.32B,1986,n/a,n/a,http://www.nasdaq.com/symbol/gab,
GAB^D,"Gabelli Equity Trust, Inc. (The)",25.7363,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gab^d,
GAB^G,"Gabelli Equity Trust, Inc. (The)",23.84,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gab^g,
GAB^H,"Gabelli Equity Trust, Inc. (The)",23.9893,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gab^h,
GAB^J,"Gabelli Equity Trust, Inc. (The)",24.63,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gab^j,
GGZ,Gabelli Global Small and Mid Cap Value Trust (The),11.1746,$90.77M,2014,n/a,n/a,http://www.nasdaq.com/symbol/ggz,
GGZ^A,Gabelli Global Small and Mid Cap Value Trust (The),24.55,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ggz^a,
GGT,Gabelli Multi-Media Trust Inc. (The),8.09,$196.65M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ggt,
GGT^B,Gabelli Multi-Media Trust Inc. (The),26.14,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ggt^b,
GUT,Gabelli Utility Trust (The),6.59,$283.95M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gut,
GUT^A,Gabelli Utility Trust (The),25.355,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gut^a,
GUT^C,Gabelli Utility Trust (The),24.4588,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/gut^c,
GFA,Gafisa SA,1.54,$280.21M,2007,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/gfa,
